asn,name,cc,real_cone_size,observed_tree_size,secure_pct,vulnerable_pct,vuln_count
13259,Delta Telesystems Ltd.,RU,12,11,0.0,100.0,11
272659,Neton Comércio e Serviços de Informática Ltda ME,BR,4,6,0.0,66.66666666666666,4
273339,Su@net Provedor Ltda,BR,10,153831510936387152056128357626509,5.026026411037328,68.75048878583372,105759915675399430906373839128406
57136,Viva Telecom SRL,RO,10,9,0.0,44.44444444444444,4
6661,POST Luxembourg,GB,49,77,27.27272727272727,20.77922077922078,16
269934,AIR NETWORK S. DE R. L. DE C.V.,HN,5,5,0.0,100.0,5
31163,PJSC MegaFon,RU,11,9,0.0,100.0,9
3211,Vodafone GmbH,DE,2,11,0.0,27.27272727272727,3
28294,Minas Gerais Telecomunicações Ltda ME,BR,43,71,0.0,85.91549295774648,61
267563,Ei Telecom LTDA,BR,10,11726494709494562,5.026026411029417,68.7504887858273,8062022430221691
61280,"FGUP ""GRCHC""",RU,6,6,0.0,83.33333333333334,5
6471,ENTEL CHILE S.A.,CL,28,399,3.007518796992481,72.18045112781954,288
139820,HG TELECOMMUNICATION PRIVATE LIMITED,PK,12,20,0.0,90.0,18
135567,AirMax Private Limited,PK,3,9,0.0,100.0,9
14051,Fidium,US,26,27,0.0,55.55555555555556,15
266192,LP PROVEDORA DE INTERNET E INSTALAÇÕES DE REDES TE,BR,9,49,0.0,71.42857142857143,35
266438,GNS FIBRA,BR,15,21,0.0,85.71428571428571,18
262317,ROS Telecom,BR,9,10,0.0,90.0,9
62214,Rackforest Zrt.,HU,23,24,0.0,70.83333333333334,17
25106,Mobile TeleSystems JLLC,BY,9,9,0.0,100.0,9
19024,Unitas Global,US,30,214,0.0,53.271028037383175,114
12182,Unitas Global,US,21,5297,17.179535586180858,50.97224844251463,2700
60602,Inovare-Prim SRL,RO,9,10,0.0,80.0,8
203446,SMARTNET LIMITED,RU,53,12892145746,5.02602769753081,68.75047659735013,8863411644
44097,CLEMENT CAVADORE,FR,9,8,0.0,75.0,6
34019,Hivane Association,FR,35,57,0.0,66.66666666666666,38
204092,Association GRIFON,NL,10,14,0.0,50.0,7
136168,Campana MYTHIC Co. Ltd.,MM,57,368866697212094962,5.026026411037065,68.75048878583495,253597657301481082
133385,Atom Myanmar Limited,MM,38,23,30.434782608695656,26.08695652173913,6
200449,Qrator Labs CZ s.r.o.,US,72,21,0.0,61.904761904761905,13
21021,Multimedia Polska Sp. z o.o.,PL,22,20,0.0,90.0,18
51790,"SIEL, d.o.o.",SI,7,6,0.0,83.33333333333334,5
34858,Telezon-Seti LLC,RU,9,9,0.0,100.0,9
52507,Pampacom S.R.L.,AR,6,6,0.0,66.66666666666666,4
271600,CONDE NET PB,BR,8,13,0.0,76.92307692307693,10
141322,Wyris Network Pvt Ltd,IN,7,6,0.0,100.0,6
265622,WISTARIP S DE RL DE CV,MX,6,6,33.33333333333333,50.0,3
29492,EIDSIVA DIGITAL AS,NO,12,13,0.0,84.61538461538461,11
9280,Servers Australia Pty Ltd,AU,41,90,3.3333333333333335,67.77777777777779,61
58955,"Bangmod Enterprise Co., Ltd.",TH,9,127,0.0,92.91338582677166,118
135063,POP NIX COMPANY LIMITED,TH,3,123,0.0,93.4959349593496,115
267332,PROVEDOR NET MAIS LTDA - ME,BR,6,5,0.0,100.0,5
206260,Svorka AS,NO,5,333,27.32732732732733,31.23123123123123,104
7828,Northland Communications,US,11,7,71.42857142857143,14.285714285714285,1
8585,Crnogorski Telekom a.d.Podgorica,ME,17,37,51.35135135135135,16.216216216216218,6
376,Reseau d'Informations Scientifiques du Quebec (RISQ Inc.),CA,21,21,0.0,90.47619047619048,19
21050,Fast Communication Company Ltd,KW,30,27,0.0,96.29629629629629,26
48648,K-Link LLC,UA,34,34,0.0,94.11764705882352,32
134937,Speed Communication,IN,10,10,0.0,100.0,10
8674,Netnod AB,US,19,65558150931378414116866844454312672,5.026026411037328,68.75048878583372,45071549204277265054545287983552597
51904,Utex-Telecom LLC,RU,11,833821649599,5.02602640686463,68.75048878218615,573256459671
39927,E-Light-Telecom Ltd.,RU,7,8,0.0,87.5,7
41560,UGMK-Telecom LLC,RU,5,7,0.0,85.71428571428571,6
34154,Configo Systems Gesellschaft fuer Systemloesungen mbH,DE,6,9,0.0,66.66666666666666,6
29404,Elbracht-Computer Netzwerk & Grafik Service GmbH,DE,6,6,16.666666666666664,66.66666666666666,4
137645,Macro Signal Pvt Ltd,IN,3,558,0.0,98.02867383512545,547
269589,MECONECTE COM BR,BR,7,8,0.0,50.0,4
1136,KPN B.V.,NL,46,96,28.125,48.95833333333333,47
53156,PortalSAT Telecom,BR,7,7,0.0,100.0,7
21738,Rozint,US,41,395,0.0,62.278481012658226,246
200461,Ian David Klemm,DE,15,38,0.0,60.526315789473685,23
6517,LAKENETWORKS,US,14,15,0.0,73.33333333333333,11
42755,DataFiber Group B.V.,NL,6,5,0.0,60.0,3
58291,ColoCenter b.v.,NL,5,11,9.090909090909092,63.63636363636363,7
15191,"Western Independent Networks, Inc.",US,12,10,0.0,80.0,8
2588,Bite Latvia,LV,54,295,2.3728813559322033,84.40677966101696,249
49289,Omegacom S.R.L.S.,IT,15,33,0.0,72.72727272727273,24
214443,BE BYTE SRL,IT,8,20,0.0,55.00000000000001,11
42295,TBISS Ltd,RU,22,33,0.0,54.54545454545454,18
264589,AGRESTE LINK,BR,11,65,0.0,81.53846153846153,53
21282,KazNIC Organization,KZ,5,5,0.0,60.0,3
10084,Internet Association of Australia Content Network,AU,22,30,60.0,3.3333333333333335,1
63023,GTHost,US,26,30,6.666666666666667,63.33333333333333,19
35313,Infonas W.L.L.,DE,8,7,0.0,57.14285714285714,4
134835,Starry Network Limited,JP,50,2031372603990634,5.0260264109571375,68.75048878603293,1396578594309126
51559,Netinternet Bilisim Teknolojileri AS,TR,10,10,0.0,70.0,7
139967,PT Yasmin Amanah Media,ID,5,185,8.64864864864865,76.75675675675676,142
262785,Click Telecom,BR,20,28,3.571428571428571,89.28571428571429,25
269090,C P COMUNICACAO LTDA,BR,5,5,0.0,100.0,5
269423,NETNOAR TELECOM,BR,12,14,0.0,100.0,14
206075,Hollander & Jacobsen UG (haftungsbeschraenkt),NL,12,11,0.0,45.45454545454545,5
12406,Business Network Ltd,BY,53,51,0.0,96.07843137254902,49
8262,Evolink EAD,BG,103,509386274819624916424781466163064090,5.026026411037328,68.75048878583372,350205553746442393439346861585550422
29244,CETIN Bulgaria EAD,BG,9,15,0.0,60.0,9
55423,JasTel Network,TH,17,18,0.0,88.88888888888889,16
42241101,ERR_AS_NAME_NOT_FOUND,NL,10,42,11.904761904761903,23.809523809523807,10
5713,Telkom SA Ltd.,DE,132,711,3.5161744022503516,69.62025316455697,495
16302,Suomi Communications Oy,FI,36,48,39.58333333333333,20.833333333333336,10
47440,"BUSINESS SYSTEM TELEHOUSE, OOO",RU,15,13,0.0,100.0,13
16842,"5Nines Data, LLC",US,5,6,0.0,33.33333333333333,2
23956,AmberIT Limited,BD,32,166762398507660762724,5.026026411037327,68.75048878583372,114649964084996664804
142271,EWS DS Networks Inc,DE,30,42,2.380952380952381,71.42857142857143,30
273067,LOA NETWORK JL S.A.C.,PE,11,11,18.181818181818183,72.72727272727273,8
268459,CLICK & NAVEGUE TELECOMUNICAÇÕES LTDA-ME,BR,5,8,0.0,100.0,8
8501,Institute of Bioorganic Chemistry Polish Academy of S...,PL,64,110,0.9090909090909091,69.0909090909091,76
17996,PT Global Prima Utama,ID,5,5,20.0,80.0,4
16117,Gavle Energi AB,SE,8,10,80.0,10.0,1
38511,PT Remala Abadi Tbk,ID,9,9,0.0,88.88888888888889,8
28876,suec // dacor GmbH,DE,17,18,0.0,72.22222222222221,13
152394,PT Arta Teletama Teknologi,ID,5,10,0.0,90.0,9
271023,Telex Fibra,BR,22,32,0.0,90.625,29
16066,T.E.S.T. Ltd,UA,8,8,0.0,62.5,5
201942,Soltia Consulting SL,ES,18,16,0.0,93.75,15
52688,FATIMA VIDEO ELETRONICA LTDA ME,BR,11,12,0.0,83.33333333333334,10
1741,CSC - Tieteen tietotekniikan keskus Oy,FI,9,9,100.0,0.0,0
60248,Sefroyek Pardaz Engineering PJSC,IR,7,13,0.0,100.0,13
206065,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS,IR,6,7,0.0,100.0,7
206652,Ioannis Roditis trading as Greekstream Networks,GR,5,66,34.84848484848485,22.727272727272727,15
271042,BOT INTERNET E SERVICOS DE TELECOMUNICACOES LTDA,BR,32,55,0.0,80.0,44
52532,Speednet Telecomunicações Ltda ME,BR,10,12,0.0,91.66666666666666,11
268069,SPACE TELECOMUNICACAO EIRELI,BR,11,15,0.0,93.33333333333333,14
32621,"Twin City VoIP, Inc.",US,24,36,0.0,41.66666666666667,15
270538,MEGA CONNECT SERVICOS ESPECIAIS LTDA.,BR,4,7,0.0,85.71428571428571,6
15085,"Immedion, LLC",US,8,29,3.4482758620689653,68.96551724137932,20
199624,DK Svyaz OOO,RU,15,16,0.0,100.0,16
28171,Zamix,BR,9,13,0.0,84.61538461538461,11
267669,JKS INTERNET BANDA LARGA,BR,14,37,2.7027027027027026,70.27027027027027,26
7784,"Atlantech Online, Inc.",US,13,12,0.0,33.33333333333333,4
149014,bo jing,HK,11,19,0.0,100.0,19
262427,Invista Net Provedor de Acesso Ltda,BR,17,8497687009361935147843638,5.026026411037328,68.75048878583372,5842201354426626557872416
262743,ERR_AS_NAME_NOT_FOUND,BR,5,8497687009361935147843630,5.026026411037328,68.75048878583372,5842201354426626557872408
54650,"Pathwayz Communications, Inc.",US,7,7,0.0,57.14285714285714,4
20847,Previder B.V.,NL,11,11,0.0,45.45454545454545,5
268331,LINK BARATO.COM TELECOMUNICACOES EIRELI,BR,18,28,0.0,78.57142857142857,22
64275,"Equinix, Inc.",US,9,9,0.0,44.44444444444444,4
37480,Cobranet Limited,NG,6,6,0.0,100.0,6
49824,"PC ""Astra-net""",UA,16,17,5.88235294117647,82.35294117647058,14
3790,RADIOGRAFICA COSTARRICENSE,CR,9,10,0.0,80.0,8
2707,First Communications LLC,US,9,20,0.0,55.00000000000001,11
50928,PJSC MegaFon,RU,34,48,0.0,100.0,48
6702,"Science Production Company ""Trifle"" Ltd.",UA,14,14,7.142857142857142,50.0,7
8285,Versija SIA,LV,13,20,5.0,65.0,13
25369,Hydra Communications Ltd,GB,171,191272953841619405813466431410975965,5.026026411037328,68.75048878583372,131501090681215468783577182185920434
11269,LinkBermuda LTD,BM,9,8,0.0,50.0,4
264275,ROLIM NET TECNOLOGIA LTDA,BR,35,41,0.0,95.1219512195122,39
265721,Cable Atlantico SRL,DO,18,37,0.0,97.2972972972973,36
141324,Hightec Network Solutions (OPC) Private Limited,IN,8,8,0.0,100.0,8
267576,Conet Telecom,BR,4,5,0.0,80.0,4
48464,Futuro Exito Sp. z o.o.,PL,13,13,0.0,84.61538461538461,11
42093,InterRacks B.V.,NL,14,16,6.25,87.5,14
38146,PT Digital Wireless Indonesia,ID,5,5,0.0,100.0,5
393577,Tritan Development,US,61,326,0.0,50.306748466257666,164
208753,Marco d'Angelo,DE,5,5,0.0,60.0,3
268421,WEBFIBER TELECOMUNICACAO LTDA ­ ME,BR,2,11911129941667931,5.026026411026873,68.7504887858725,8188960054817114
262865,Ired Internet Ltda,BR,15,15,80.0,0.0,0
17072,TOTAL PLAY TELECOMUNICACIONES SA DE CV,MX,41,241,2.904564315352697,67.63485477178423,163
263880,WANTEL TECNOLOGIA LTDA. ­ EPP,BR,43,54,0.0,83.33333333333334,45
4538,China Education and Research Network Center,CN,23,25,0.0,92.0,23
51095,"EdgeUno, Inc.",TR,19,13,0.0,7.6923076923076925,1
29357,OOredOO Kuwait NMTC,KW,42,54560670161413,5.026026410666034,68.75048878802583,37510727421994
47589,VIVA Kuwait (STC),KW,30,699214559268733022986,5.026026411037328,68.75048878583372,480713427158967009047
28624,PROVEDORA CMA INTERNET LTDA,BR,18,77,0.0,83.11688311688312,64
38496,PT Cyber Network Indonesia,ID,48,15,0.0,73.33333333333333,11
34073,Ministry of Education and Science Republic of Latvia,LV,8,7,0.0,100.0,7
5538,Institute of Mathematics and Computer Science of University of Latvia,LV,13,17,0.0,82.35294117647058,14
37611,Afrihost (Pty) Ltd,ZA,5,5,0.0,80.0,4
36916,X-DSL Networking Solutions,ZA,5,5,0.0,80.0,4
328888,ORCA TECHNOLOGIES (PTY) LTD,ZA,10,26,0.0,69.23076923076923,18
138169,China Telecom Guangxi Province Mobile Data Network,CN,16,16,0.0,100.0,16
10022,Datacom Systems Ltd,NZ,5,124,0.0,75.0,93
135523,Multinet Broadband,PK,19,21,4.761904761904762,66.66666666666666,14
47887,AL-HADATHEH LIL-ITISALAT WA AL-TECHNOLOGIA CO.,JO,10,285,0.0,78.59649122807018,224
61592,FORTLINK INTERNET CORPORATIVA,BR,34,110,1.8181818181818181,73.63636363636363,81
47408,Mandarin S.p.A.,IT,7,6,0.0,83.33333333333334,5
34428,Giulio Lo Presti,IT,15,13,15.384615384615385,38.46153846153847,5
270596,Rafael Olegario Silva De Lima Servico De Comunicac,BR,27,84,0.0,90.47619047619048,76
263276,BBG TELECOM LTDA,BR,70,270,0.7407407407407408,80.37037037037037,217
43561,Vivacom Bulgaria EAD,BG,15,12,8.333333333333332,91.66666666666666,11
204650,Toloe Rayaneh Loghman Educational and Cultural Co. LTD,IR,7,5,0.0,100.0,5
55391,INTERNET MULTIFEED CO.,JP,13,12,0.0,58.333333333333336,7
272004,EGP COMUNICACIONES S.A.C,PE,10,38,5.263157894736842,55.26315789473685,21
393552,Longmont Power & Communications,US,8,5,20.0,60.0,3
271934,HDCO GROUP SRL,DO,6,6,16.666666666666664,50.0,3
20746,Telecom Italia S.p.A.,IT,10,9,0.0,66.66666666666666,6
50973,Vodafone Albania Sh.A.,AL,19,19,57.89473684210527,0.0,0
263374,YZO TELECOM TECNOLOGIA EIRELI - ME,BR,11,26,0.0,76.92307692307693,20
207056,Maloe Innovacionnoe Predpriyatie Bonch IT LLC,RU,5,5,0.0,100.0,5
273624,SOUSA & RAMOS PRESTADORA DE SERVICOS LTDA,BR,9,11726494709494571,5.026026411029413,68.75048878582733,8062022430221700
137,Consortium GARR,IT,21,30,0.0,73.33333333333333,22
58778,Mango Teleservices Limited for ITC,BD,38,166762398507660759619,5.026026411037327,68.75048878583372,114649964084996661930
30972,Bedrock SAS,FR,12,12,0.0,66.66666666666666,8
19016,Westman Communications Group,CA,5,7,0.0,57.14285714285714,4
15962,Orange Slovensko a.s.,SK,11,11,0.0,63.63636363636363,7
28968,"JSC ""Evrasia Telecom Ru""",RU,28,28,0.0,92.85714285714286,26
23248,Paducah Power System,US,15,15,0.0,60.0,9
27742,Amnet Telecomunicaciones S.A.,NI,10,14,0.0,100.0,14
262206,COMCEL GUATEMALA S.A.,GT,84,129,3.10077519379845,81.3953488372093,105
263258,INTERLIG TELECOM,BR,6,8,0.0,100.0,8
202932,Quanza B.V.,NL,6,6,0.0,83.33333333333334,5
44843,MSS LLC.,RU,19,20,0.0,95.0,19
207167,mapnet IT services s.r.o.,CZ,8,7,0.0,71.42857142857143,5
273744,MOG LTDA,BR,10,7,0.0,85.71428571428571,6
266094,CONEXAO MB E TELECOMUNICACOES LTDA - ME,BR,22,31,16.129032258064516,38.70967741935484,12
19930,"Equinix, Inc.",US,17,17,0.0,47.05882352941176,8
23314,Summit Broadband,US,29,28,10.714285714285714,39.285714285714285,11
216213,Lexistar Alliance Ltd.,LT,15,14,7.142857142857142,78.57142857142857,11
15744,"Silesian University of Technology, Computer Centre",PL,20,26,0.0,65.38461538461539,17
21385,Trusted Network GmbH,DE,36,619,0.32310177705977383,68.33602584814217,423
20902,DegNet GmbH,DE,5,5,0.0,60.0,3
28169,BITCOM PROVEDOR DE SERVICOS DE INTERNET LTDA,BR,7,19,5.263157894736842,68.42105263157895,13
200020,Stichting NBIP-NaWas,NL,25,188,17.02127659574468,45.21276595744681,85
263945,ProveNET Internet Services LTDA,BR,4,8497676678975140072073471,5.026026411037328,68.75048878583372,5842194252235211476067097
400282,UPX US LLC,US,141,8,62.5,0.0,0
262493,ERR_AS_NAME_NOT_FOUND,BR,56,384821910526428146408378379508364,5.026026411037328,68.75048878583372,264566944441903077941997542977586
263080,GTi TELECOMUNICACOES S/A,BR,30,49,20.408163265306122,38.775510204081634,19
59832,NAUKOWA I AKADEMICKA SIEC KOMPUTEROWA - PANSTWOWY INS...,PL,4,5,0.0,20.0,1
15851,Wroclaw Centre of Networking and Supercomputing,PL,6,11,0.0,63.63636363636363,7
138466,"DataMossa Co., Ltd.",AU,8,44,6.8181818181818175,63.63636363636363,28
18059,PT Dwi Tunggal Putra,ID,21,160,4.375,80.625,129
45179,SiteHost New Zealand,NZ,3,39,7.6923076923076925,56.41025641025641,22
133453,Mogul Service LLC,MN,2,38,7.894736842105263,55.26315789473685,21
142539,Shunkhlai Group,MN,2,38,7.894736842105263,55.26315789473685,21
12764,AKNET Ltd.,KG,15,51,5.88235294117647,68.62745098039215,35
9340,PT Indointernet Tbk,ID,19,53,5.660377358490567,66.0377358490566,35
58430,"TCC Technology Co., Ltd.",TH,9,43,6.976744186046512,55.81395348837209,24
19740,"Sudjam, LLC",US,8,8,12.5,62.5,5
213753,InterEdge B.V.,NL,6,8,12.5,62.5,5
61349,MaxiTEL Telecom B.V.,NL,7,7,0.0,57.14285714285714,4
40528,ICANN,US,12,15,0.0,60.0,9
37154,Zambia Telecommunications Company Ltd aka ZAMTEL,ZM,9,6,0.0,100.0,6
12577,MMC GmbH,DE,6,6,0.0,50.0,3
48173,Orange Business Digital Germany GmbH,DE,20,17,0.0,76.47058823529412,13
8860,Delta HighTech Ltd.,BG,10,350329614330622161119123948787010484,5.026026411037328,68.75048878583372,240853322213828931111462021885728626
48239,Scientific-Production Enterprise Information Technolo...,UA,12,12,0.0,100.0,12
267373,ÁGIL TECOMUNICACOES LTDA,BR,6,22,0.0,68.18181818181817,15
269719,GN TELECOM,BR,13,13,0.0,100.0,13
141514,Sancfil Technologies Internet Services Pvt.Ltd,IN,13,17,0.0,100.0,17
52657,NORTE TELECOMUNICAÇÕES SERVIÇOS DE INTERNET LTDA,BR,13,13,0.0,76.92307692307693,10
262474,ALTERNA TELECOMUNICACOES E CONECTIVIDADE LTDA EPP,BR,17,17,0.0,88.23529411764706,15
7311,Frontier Networks Inc,CA,32,782,0.1278772378516624,61.125319693094625,478
53597,Hoyos Consulting LLC,US,23,28,3.571428571428571,42.857142857142854,12
3663,NetNet,US,10,10,50.0,10.0,1
264528,KASATECH PROVEDOR DE INTERNET LTDA,BR,7,50986080767864819671340711,5.026026411037328,68.75048878583372,35053179740647028991898782
23816,Yahoo Japan Corporation,JP,5,5,0.0,80.0,4
1321,Verizon Business,US,12,30,0.0,53.333333333333336,16
31713,Gateway Communications,US,6,469,3.624733475479744,71.00213219616205,333
47794,Etihad Atheeb Telecom Company,SA,33,46,0.0,93.47826086956522,43
23132,Charter Communications LLC,US,9,9,0.0,55.55555555555556,5
61522,PIT CHILE SP,CL,2,9,0.0,88.88888888888889,8
51034,"JSC ""ER-Telecom Holding""",RU,12,9,0.0,100.0,9
23222,Charter Communications LLC,US,12,10,0.0,60.0,6
263194,Advantun SRL,AR,44,824,6.432038834951456,67.71844660194175,558
45117,Ishan's Network,IN,170,731,0.0,98.35841313269493,719
43372,TELNAP TELECOM Sp. z o.o.,PL,17,16,0.0,62.5,10
20278,"Nexeon Technologies, Inc.",US,11,26,26.923076923076923,34.61538461538461,9
50241,UnitTelecom Ltd,RU,10,8,0.0,100.0,8
12418,Quantum CJSC,RU,12,12,0.0,100.0,12
7162,Universo Online S.A.,BR,145,16,0.0,81.25,13
262517,NIQTURBO PIMENTEL E MOREIRA LTDA,BR,12,13,0.0,100.0,13
24953,NETPLANET GmbH,AT,8,8,0.0,62.5,5
39040,NTS workspace AG,CH,17,19,0.0,94.73684210526315,18
30456,Cosmic Global Networks,US,20,44,0.0,43.18181818181818,19
32181,GigeNET,US,6,11,0.0,45.45454545454545,5
58055,Extratel Ltd,UA,6,5,60.0,0.0,0
48070,DSM (GB) Limited,GB,149,5,0.0,80.0,4
28682,Posta Slovenije d.o.o.,SI,5,35,0.0,91.42857142857143,32
6821,Makedonski Telekom AD-Skopje,MK,27,89383413288710351812047728142,5.026026411037328,68.75048878583372,61451533529450222934188694955
264525,Coelho Tecnologia,BR,31,57,0.0,82.45614035087719,47
262505,N4 Telecomunicacoes LTDA - ME,BR,9,9,0.0,88.88888888888889,8
9341,PT Indonesia Comnets Plus,ID,20,16,0.0,100.0,16
35467,DDFR IT Infra & Security B.V.,NL,8,8,87.5,0.0,0
64289,Macarne.com,US,379,2073443865900562728398932924,5.026026411037328,68.75048878583372,1425502792506523660399251732
38022,REANNZ National Research and Education Network,NZ,36,34,0.0,88.23529411764706,30
262720,GIGABYTE TELECOM,BR,8,969,0.6191950464396285,84.82972136222911,822
268253,Nossanet Fibra Eireli,BR,5,76,0.0,92.10526315789474,70
393457,Hamilton Community Enterprises,CA,10,10,0.0,40.0,4
52772,SJNET TELECOMUNICACOES - EIRELI,BR,32,104,0.0,75.96153846153845,79
61665,ROMICROS BRASIL LTDA,BR,6,13,0.0,100.0,13
200924,Stiegeler Internet Service GmbH,DE,5,5,0.0,20.0,1
263145,GRUPO MEGA FLASH SERVICOS E COM LTDA - EPP,BR,16,950,0.0,86.21052631578947,819
18779,EGIHosting,US,28,2123702574641906,5.026026411042511,68.75048878585936,1460055900424190
266757,SATELITAL TELECOMUNICACIONES S.A.C,PE,16,88,5.681818181818182,55.68181818181818,49
52971,MICKS TELECOM EIRELI,BR,5,6,0.0,100.0,6
13657,E-Gate Communications Inc.,CA,7,18,0.0,55.55555555555556,10
7819,Global IP Networks INC,US,9,9,0.0,55.55555555555556,5
206499,LOCIX LIMITED,DE,27,328,0.0,54.87804878048781,180
3214,xTom GmbH,DE,220,1758,0.39817974971558584,56.76905574516496,998
62206,Pitline Ltd,UA,36,38,2.631578947368421,65.78947368421053,25
199860,ATOMDATA JSC,RU,6,6,0.0,100.0,6
9808,China Mobile Backbone,CN,121,870,0.45977011494252873,79.08045977011494,688
6372,DCANet,US,7,7,0.0,57.14285714285714,4
51400,SPOJE.NET s.r.o.,CZ,4,50,10.0,48.0,24
49025,PRO-ZETA a.s.,CZ,8,53,9.433962264150944,52.83018867924528,28
270417,UP Down Telecom Ltda,BR,23,161456106343046418687967755,5.026026411037328,68.75048878583372,111001862285419903396746751
271011,SpedyNet Telecom,BR,7,230,0.0,82.6086956521739,190
28398,INTERNET TELEFONIA Y TV DE MICHOACAN SA DE CV,US,12,13,0.0,69.23076923076923,9
18943,YELCOT TELEPHONE COMPANY,US,7,7,0.0,57.14285714285714,4
13383,"Phylaxis, Inc.",KR,9,16,0.0,68.75,11
266584,Conect- Provedor de Internet Ltda EPP,BR,7,9,0.0,100.0,9
203072,DomaTV s.r.o.,CZ,5,5,40.0,0.0,0
140647,CHINATELECOM Guizhou province Shengji 5G network,CN,11,11,0.0,100.0,11
45543,SaiGon Tourist cable Televition Company,VN,17,15,0.0,60.0,9
36734,Paxio Inc.,US,10,22,4.545454545454546,50.0,11
198479,Nunsys SA,ES,6,6,16.666666666666664,50.0,3
394542,"MS Fiber, LLC",US,12,12,83.33333333333334,8.333333333333332,1
262262,METRONET,HN,3,7,0.0,100.0,7
40356,ERR_AS_NAME_NOT_FOUND,BR,2,92,0.0,86.95652173913044,80
268509,COMPLETA Telecomunicacoes Ltda,BR,3,19,0.0,68.42105263157895,13
34636,Laser Company Ltd,IR,6,6,0.0,100.0,6
35810,Big Telecom JSC,RU,8,8,0.0,100.0,8
51685,Mikron-Media LLC,RU,4,5,0.0,100.0,5
21527,Daystarr Communications,US,6,6,16.666666666666664,33.33333333333333,2
28610,DEBIAN SIGNAL COMUNICAÇÃO MULTIMIDIA LTDA ME,BR,5,14,0.0,85.71428571428571,12
60503,FNX Tecnologia LTDA,BR,22,206,0.0,89.32038834951457,184
3737,PenTeleData Inc.,US,41,909,0.33003300330033003,51.15511551155115,465
135817,ESTO MEDIA PRIVATE LIMITED,IN,35,46,0.0,100.0,46
24213,PT Arsen Kusuma Indonesia,ID,6,6,0.0,100.0,6
61944,FFA SOLUÇÕES TECNOLOGICAS LTDA - ME,BR,5,6,0.0,100.0,6
2722,"CULR, LLC",US,10,11,18.181818181818183,45.45454545454545,5
204680,KIT Student,DE,6,5,20.0,80.0,4
7632,PT Link Net Tbk,ID,102,149,6.0402684563758395,83.89261744966443,125
216309,InvisionTech Group S.r.l.,IT,18,18,0.0,72.22222222222221,13
367,United States Department of Defense (DoD),US,75,153,0.0,98.69281045751634,151
18530,"Isomedia, Inc.",US,19,33,0.0,45.45454545454545,15
395662,"OzarksGo, LLC",US,11,23,4.3478260869565215,69.56521739130434,16
209267,Velorum B.V.,NL,0,9,0.0,33.33333333333333,3
60539,Huicast Telecom Limited,EU,11,17,0.0,70.58823529411765,12
135377,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,HK,17,26,0.0,69.23076923076923,18
62610,Zenlayer Inc,US,15,30,6.666666666666667,53.333333333333336,16
131285,CHINATELECOM Hubei province Shengji 5G network,CN,15,15,0.0,100.0,15
11081,United Telecommunication Services (UTS),CW,15,38,0.0,73.68421052631578,28
15672,OOO Telecom TZ,RU,8,8,0.0,100.0,8
150245,PT Sakti Media Telekomunikasi,ID,2,86,3.488372093023256,80.23255813953489,69
48527,Uralskaya energosbytovaya kompaniya Ltd.,RU,0,86,3.488372093023256,80.23255813953489,69
201717,"""66 Parallel"" LLC",RU,2,86,3.488372093023256,80.23255813953489,69
214331,Teske Virtual System Ltda,BR,7,52,0.0,61.53846153846154,32
557,University of Maine System,US,6,5,0.0,40.0,2
264880,RF Connect Provedor de Acesso LTDA,BR,5,7,57.14285714285714,0.0,0
9336,XYZ Telecom Pty Ltd,AU,20,57,5.263157894736842,68.42105263157895,39
48166,FORTEX CJSC,RU,23,25,0.0,88.0,22
3342,Cibicom A/S,DK,34,35,0.0,80.0,28
23031,TELECU TELECOMUNICACIONES DEL ECUADOR TELECUSA S.A.S.,EC,9,9,11.11111111111111,44.44444444444444,4
204860,NetX Networks a.s.,CZ,5,5,40.0,40.0,2
58689,ICC Communication,BD,19,20,0.0,100.0,20
10881,FUNPAR - Fundacao da UFPR para o DCTC,BR,9,11,0.0,72.72727272727273,8
30962,comtrance service GmbH,DE,32,35,0.0,51.42857142857142,18
43578,TEMPLUS BARCELONA S.L.,ES,24,29,3.4482758620689653,79.3103448275862,23
61817,Halley Telecom Comercio & Serviço Ltda Me,BR,23,280,0.0,81.07142857142857,227
139076,EnjoyVC Japan Corporation,JP,8,66,9.090909090909092,60.60606060606061,40
62423,"JSC ""ER-Telecom Holding""",RU,6,5,0.0,100.0,5
56786,NEXIM ITALIA SRL,IT,14,13,0.0,69.23076923076923,9
136308,Deenet Services Pvt Ltd,IN,13,12,75.0,0.0,0
16696,iTel Networks Inc,CA,12,142,0.0,57.04225352112676,81
215787,TELE90 Telecom GmbH,DE,13,629,0.3179650238473768,68.20349761526232,429
37988,Alpha Layer Pty Ltd,AU,31,76,0.0,43.42105263157895,33
269070,Hostzone Tecnologia LTDA,BR,5,22,0.0,40.909090909090914,9
142064,VERGETEL,AU,17,94,0.0,54.25531914893617,51
59711,HZ Hosting Ltd,PL,6,23,4.3478260869565215,34.78260869565217,8
16851,NebraskaLink,US,26,77,9.090909090909092,55.84415584415584,43
15108,Allo Communications LLC,US,33,31,6.451612903225806,61.29032258064516,19
8757,"NSFOCUS, Inc.",GB,11,210,4.761904761904762,70.0,147
212616,K.M.A ADVANCED TECHNOLOGIES LTD,IL,11,8,0.0,100.0,8
